rule,order,xi,eta,weight
16,52,0.0165964026230250,0.9668071947539500,0.0035824623512730
16,52,0.1035756922452520,0.2965555965798870,0.0327731474606270
16,52,0.2965555965798870,0.5998687111748610,0.0327731474606270
16,52,0.5998687111748610,0.1035756922452520,0.0327731474606270
16,52,0.2965555965798870,0.1035756922452520,0.0327731474606270
16,52,0.5998687111748610,0.2965555965798870,0.0327731474606270
16,52,0.1035756922452520,0.5998687111748610,0.0327731474606270
16,52,0.0200834116554160,0.3377230634030790,0.0152983062484410
16,52,0.3377230634030790,0.6421935249415049,0.0152983062484410
16,52,0.6421935249415049,0.0200834116554160,0.0152983062484410
16,52,0.3377230634030790,0.0200834116554160,0.0152983062484410
16,52,0.6421935249415049,0.3377230634030790,0.0152983062484410
16,52,0.0200834116554160,0.6421935249415049,0.0152983062484410
16,52,-0.0043410026141390,0.2047482816428120,0.0023862441928390
16,52,0.2047482816428120,0.7995927209713271,0.0023862441928390
16,52,0.7995927209713271,-0.0043410026141390,0.0023862441928390
16,52,0.2047482816428120,-0.0043410026141390,0.0023862441928390
16,52,0.7995927209713271,0.2047482816428120,0.0023862441928390
16,52,-0.0043410026141390,0.7995927209713271,0.0023862441928390
16,52,0.0419417864680100,0.1893584921306230,0.0190847927558990
16,52,0.1893584921306230,0.7686997214013680,0.0190847927558990
16,52,0.7686997214013680,0.0419417864680100,0.0190847927558990
16,52,0.1893584921306230,0.0419417864680100,0.0190847927558990
16,52,0.7686997214013680,0.1893584921306230,0.0190847927558990
16,52,0.0419417864680100,0.7686997214013680,0.0190847927558990
16,52,0.0143173202306810,0.0852836156826570,0.0068500545465420
16,52,0.0852836156826570,0.9003990640866610,0.0068500545465420
16,52,0.9003990640866610,0.0143173202306810,0.0068500545465420
16,52,0.0852836156826570,0.0143173202306810,0.0068500545465420
16,52,0.9003990640866610,0.0852836156826570,0.0068500545465420
16,52,0.0143173202306810,0.9003990640866610,0.0068500545465420
17,61,0.3333333333333330,0.3333333333333330,0.0334371992908030
17,61,0.0056589188864520,0.4971705405567740,0.0050934154405070
17,61,0.4971705405567740,0.4971705405567740,0.0050934154405070
17,61,0.4971705405567740,0.0056589188864520,0.0050934154405070
17,61,0.0356473547507510,0.4821763226246250,0.0146708645276380
17,61,0.4821763226246250,0.4821763226246250,0.0146708645276380
17,61,0.4821763226246250,0.0356473547507510,0.0146708645276380
17,61,0.0995200619584370,0.4502399690207820,0.0243508783536720
17,61,0.4502399690207820,0.4502399690207820,0.0243508783536720
17,61,0.4502399690207820,0.0995200619584370,0.0243508783536720
17,61,0.1994675212452060,0.4002662393773970,0.0311075508689690
17,61,0.4002662393773970,0.4002662393773970,0.0311075508689690
17,61,0.4002662393773970,0.1994675212452060,0.0311075508689690
17,61,0.4957174640580950,0.2521412679709530,0.0312571112186200
17,61,0.2521412679709530,0.2521412679709530,0.0312571112186200
17,61,0.2521412679709530,0.4957174640580950,0.0312571112186200
17,61,0.6759059906830770,0.1620470046584610,0.0248156543396650
17,61,0.1620470046584610,0.1620470046584610,0.0248156543396650
17,61,0.1620470046584610,0.6759059906830770,0.0248156543396650
17,61,0.8482482354785080,0.0758758822607460,0.0140560730705570
17,61,0.0758758822607460,0.0758758822607460,0.0140560730705570
17,61,0.0758758822607460,0.8482482354785080,0.0140560730705570
17,61,0.9686905460643560,0.0156547269678220,0.0031946761737790
17,61,0.0156547269678220,0.0156547269678220,0.0031946761737790
17,61,0.0156547269678220,0.9686905460643560,0.0031946761737790
17,61,0.0101869288269190,0.3343198673636580,0.0081196553189930
17,61,0.3343198673636580,0.6554932038094230,0.0081196553189930
17,61,0.6554932038094230,0.0101869288269190,0.0081196553189930
17,61,0.3343198673636580,0.0101869288269190,0.0081196553189930
17,61,0.6554932038094230,0.3343198673636580,0.0081196553189930
17,61,0.0101869288269190,0.6554932038094230,0.0081196553189930
17,61,0.1354408716710360,0.2922215377969440,0.0268057422831630
17,61,0.2922215377969440,0.5723375905320200,0.0268057422831630
17,61,0.5723375905320200,0.1354408716710360,0.0268057422831630
17,61,0.2922215377969440,0.1354408716710360,0.0268057422831630
17,61,0.5723375905320200,0.2922215377969440,0.0268057422831630
17,61,0.1354408716710360,0.5723375905320200,0.0268057422831630
17,61,0.0544239242905830,0.3195748854231900,0.0184599932108220
17,61,0.3195748854231900,0.6260011902862280,0.0184599932108220
17,61,0.6260011902862280,0.0544239242905830,0.0184599932108220
17,61,0.3195748854231900,0.0544239242905830,0.0184599932108220
17,61,0.6260011902862280,0.3195748854231900,0.0184599932108220
17,61,0.0544239242905830,0.6260011902862280,0.0184599932108220
17,61,0.0128685608336370,0.1907042241922920,0.0084768685343280
17,61,0.1907042241922920,0.7964272149740710,0.0084768685343280
17,61,0.7964272149740710,0.0128685608336370,0.0084768685343280
17,61,0.1907042241922920,0.0128685608336370,0.0084768685343280
17,61,0.7964272149740710,0.1907042241922920,0.0084768685343280
17,61,0.0128685608336370,0.7964272149740710,0.0084768685343280
17,61,0.0671657824135240,0.1804832116487460,0.0182927967700250
17,61,0.1804832116487460,0.7523510059377290,0.0182927967700250
17,61,0.7523510059377290,0.0671657824135240,0.0182927967700250
17,61,0.1804832116487460,0.0671657824135240,0.0182927967700250
17,61,0.7523510059377290,0.1804832116487460,0.0182927967700250
17,61,0.0671657824135240,0.7523510059377290,0.0182927967700250
17,61,0.0146631822248280,0.0807113136795640,0.0066656320041650
17,61,0.0807113136795640,0.9046255040956080,0.0066656320041650
17,61,0.9046255040956080,0.0146631822248280,0.0066656320041650
17,61,0.0807113136795640,0.0146631822248280,0.0066656320041650
17,61,0.9046255040956080,0.0807113136795640,0.0066656320041650
17,61,0.0146631822248280,0.9046255040956080,0.0066656320041650
18,70,0.3333333333333330,0.3333333333333330,0.0308099399376470
18,70,0.0133103827381570,0.4933448086309210,0.0090724366794040
18,70,0.4933448086309210,0.4933448086309210,0.0090724366794040
18,70,0.4933448086309210,0.0133103827381570,0.0090724366794040
18,70,0.0615788115160860,0.4692105942419570,0.0187613169395940
18,70,0.4692105942419570,0.4692105942419570,0.0187613169395940
18,70,0.4692105942419570,0.0615788115160860,0.0187613169395940
18,70,0.1274372082259890,0.4362813958870060,0.0194410979854770
18,70,0.4362813958870060,0.4362813958870060,0.0194410979854770
18,70,0.4362813958870060,0.1274372082259890,0.0194410979854770
18,70,0.2103076586531680,0.3948461706734160,0.0277539486108100
18,70,0.3948461706734160,0.3948461706734160,0.0277539486108100
18,70,0.3948461706734160,0.2103076586531680,0.0277539486108100
18,70,0.5004108623936860,0.2497945688031570,0.0322562253514570
18,70,0.2497945688031570,0.2497945688031570,0.0322562253514570
18,70,0.2497945688031570,0.5004108623936860,0.0322562253514570
18,70,0.6771356125123150,0.1614321937438430,0.0250740326169220
18,70,0.1614321937438430,0.1614321937438430,0.0250740326169220
18,70,0.1614321937438430,0.6771356125123150,0.0250740326169220
18,70,0.8468035450292570,0.0765982274853710,0.0152719279718320
18,70,0.0765982274853710,0.0765982274853710,0.0152719279718320
18,70,0.0765982274853710,0.8468035450292570,0.0152719279718320
18,70,0.9514951212931000,0.0242524393534500,0.0067939220229630
18,70,0.0242524393534500,0.0242524393534500,0.0067939220229630
18,70,0.0242524393534500,0.9514951212931000,0.0067939220229630
18,70,0.9137072655660710,0.0431463672169650,-0.0022230987299200
18,70,0.0431463672169650,0.0431463672169650,-0.0022230987299200
18,70,0.0431463672169650,0.9137072655660710,-0.0022230987299200
18,70,0.0084305362024200,0.3589114949409440,0.0063319140764060
18,70,0.3589114949409440,0.6326579688566361,0.0063319140764060
18,70,0.6326579688566361,0.0084305362024200,0.0063319140764060
18,70,0.3589114949409440,0.0084305362024200,0.0063319140764060
18,70,0.6326579688566361,0.3589114949409440,0.0063319140764060
18,70,0.0084305362024200,0.6326579688566361,0.0063319140764060
18,70,0.1311865517371880,0.2944024767519570,0.0272575380491380
18,70,0.2944024767519570,0.5744109715108550,0.0272575380491380
18,70,0.5744109715108550,0.1311865517371880,0.0272575380491380
18,70,0.2944024767519570,0.1311865517371880,0.0272575380491380
18,70,0.5744109715108550,0.2944024767519570,0.0272575380491380
18,70,0.1311865517371880,0.5744109715108550,0.0272575380491380
18,70,0.0502031515656750,0.3250178016418140,0.0176767856494650
18,70,0.3250178016418140,0.6247790467925119,0.0176767856494650
18,70,0.6247790467925119,0.0502031515656750,0.0176767856494650
18,70,0.3250178016418140,0.0502031515656750,0.0176767856494650
18,70,0.6247790467925119,0.3250178016418140,0.0176767856494650
18,70,0.0502031515656750,0.6247790467925119,0.0176767856494650
18,70,0.0663292638109160,0.1847375596660460,0.0183794846380700
18,70,0.1847375596660460,0.7489331765230370,0.0183794846380700
18,70,0.7489331765230370,0.0663292638109160,0.0183794846380700
18,70,0.1847375596660460,0.0663292638109160,0.0183794846380700
18,70,0.7489331765230370,0.1847375596660460,0.0183794846380700
18,70,0.0663292638109160,0.7489331765230370,0.0183794846380700
18,70,0.0119961945662360,0.2187968000133210,0.0081047328081920
18,70,0.2187968000133210,0.7692070054204430,0.0081047328081920
18,70,0.7692070054204430,0.0119961945662360,0.0081047328081920
18,70,0.2187968000133210,0.0119961945662360,0.0081047328081920
18,70,0.7692070054204430,0.2187968000133210,0.0081047328081920
18,70,0.0119961945662360,0.7692070054204430,0.0081047328081920
18,70,0.0148581005901250,0.1011795971364080,0.0076341290707250
18,70,0.1011795971364080,0.8839623022734669,0.0076341290707250
18,70,0.8839623022734669,0.0148581005901250,0.0076341290707250
18,70,0.1011795971364080,0.0148581005901250,0.0076341290707250
18,70,0.8839623022734669,0.1011795971364080,0.0076341290707250
18,70,0.0148581005901250,0.8839623022734669,0.0076341290707250
18,70,-0.0352220152879490,0.0208747552825860,0.0000461876607940
18,70,0.0208747552825860,1.0143472600053629,0.0000461876607940
18,70,1.0143472600053629,-0.0352220152879490,0.0000461876607940
18,70,0.0208747552825860,-0.0352220152879490,0.0000461876607940
18,70,1.0143472600053629,0.0208747552825860,0.0000461876607940
18,70,-0.0352220152879490,1.0143472600053629,0.0000461876607940
19,73,0.3333333333333330,0.3333333333333330,0.0329063313889190
19,73,0.0207800258539870,0.4896099870730060,0.0103307318912720
19,73,0.4896099870730060,0.4896099870730060,0.0103307318912720
19,73,0.4896099870730060,0.0207800258539870,0.0103307318912720
19,73,0.0909262146042150,0.4545368926978930,0.0223872472630160
19,73,0.4545368926978930,0.4545368926978930,0.0223872472630160
19,73,0.4545368926978930,0.0909262146042150,0.0223872472630160
19,73,0.1971666387011380,0.4014166806494310,0.0302661258694680
19,73,0.4014166806494310,0.4014166806494310,0.0302661258694680
19,73,0.4014166806494310,0.1971666387011380,0.0302661258694680
19,73,0.4888966911938050,0.2555516544030980,0.0304909678021980
19,73,0.2555516544030980,0.2555516544030980,0.0304909678021980
19,73,0.2555516544030980,0.4888966911938050,0.0304909678021980
19,73,0.6458441156957410,0.1770779421521300,0.0241592127416410
19,73,0.1770779421521300,0.1770779421521300,0.0241592127416410
19,73,0.1770779421521300,0.6458441156957410,0.0241592127416410
19,73,0.7798778935440960,0.1100610532279520,0.0160508035868010
19,73,0.1100610532279520,0.1100610532279520,0.0160508035868010
19,73,0.1100610532279520,0.7798778935440960,0.0160508035868010
19,73,0.8889427514963210,0.0555286242518400,0.0080845802617840
19,73,0.0555286242518400,0.0555286242518400,0.0080845802617840
19,73,0.0555286242518400,0.8889427514963210,0.0080845802617840
19,73,0.9747562724455430,0.0126218637772290,0.0020793620274850
19,73,0.0126218637772290,0.0126218637772290,0.0020793620274850
19,73,0.0126218637772290,0.9747562724455430,0.0020793620274850
19,73,0.0036114178484120,0.3957547873569430,0.0038848769049810
19,73,0.3957547873569430,0.6006337947946450,0.0038848769049810
19,73,0.6006337947946450,0.0036114178484120,0.0038848769049810
19,73,0.3957547873569430,0.0036114178484120,0.0038848769049810
19,73,0.6006337947946450,0.3957547873569430,0.0038848769049810
19,73,0.0036114178484120,0.6006337947946450,0.0038848769049810
19,73,0.1344667545307800,0.3079299838804360,0.0255741606120220
19,73,0.3079299838804360,0.5576032615887840,0.0255741606120220
19,73,0.5576032615887840,0.1344667545307800,0.0255741606120220
19,73,0.3079299838804360,0.1344667545307800,0.0255741606120220
19,73,0.5576032615887840,0.3079299838804360,0.0255741606120220
19,73,0.1344667545307800,0.5576032615887840,0.0255741606120220
19,73,0.0144460257761150,0.2645669484065200,0.0088809035733380
19,73,0.2645669484065200,0.7209870258173650,0.0088809035733380
19,73,0.7209870258173650,0.0144460257761150,0.0088809035733380
19,73,0.2645669484065200,0.0144460257761150,0.0088809035733380
19,73,0.7209870258173650,0.2645669484065200,0.0088809035733380
19,73,0.0144460257761150,0.7209870258173650,0.0088809035733380
19,73,0.0469335788381780,0.3585393522059510,0.0161245467617310
19,73,0.3585393522059510,0.5945270689558710,0.0161245467617310
19,73,0.5945270689558710,0.0469335788381780,0.0161245467617310
19,73,0.3585393522059510,0.0469335788381780,0.0161245467617310
19,73,0.5945270689558710,0.3585393522059510,0.0161245467617310
19,73,0.0469335788381780,0.5945270689558710,0.0161245467617310
19,73,0.0028611203505670,0.1578074059685950,0.0024919418174910
19,73,0.1578074059685950,0.8393314736808390,0.0024919418174910
19,73,0.8393314736808390,0.0028611203505670,0.0024919418174910
19,73,0.1578074059685950,0.0028611203505670,0.0024919418174910
19,73,0.8393314736808390,0.1578074059685950,0.0024919418174910
19,73,0.0028611203505670,0.8393314736808390,0.0024919418174910
19,73,0.2238614240979160,0.0750505969759110,0.0182428401189510
19,73,0.0750505969759110,0.7010879789261730,0.0182428401189510
19,73,0.7010879789261730,0.2238614240979160,0.0182428401189510
19,73,0.0750505969759110,0.2238614240979160,0.0182428401189510
19,73,0.7010879789261730,0.0750505969759110,0.0182428401189510
19,73,0.2238614240979160,0.7010879789261730,0.0182428401189510
19,73,0.0346470748167600,0.1424216011133830,0.0102585637361990
19,73,0.1424216011133830,0.8229313240698570,0.0102585637361990
19,73,0.8229313240698570,0.0346470748167600,0.0102585637361990
19,73,0.1424216011133830,0.0346470748167600,0.0102585637361990
19,73,0.8229313240698570,0.1424216011133830,0.0102585637361990
19,73,0.0346470748167600,0.8229313240698570,0.0102585637361990
19,73,0.0101611192962780,0.0654946280829380,0.0037999288553020
19,73,0.0654946280829380,0.9243442526207840,0.0037999288553020
19,73,0.9243442526207840,0.0101611192962780,0.0037999288553020
19,73,0.0654946280829380,0.0101611192962780,0.0037999288553020
19,73,0.9243442526207840,0.0654946280829380,0.0037999288553020
19,73,0.0101611192962780,0.9243442526207840,0.0037999288553020
20,79,0.3333333333333330,0.3333333333333330,0.0330570555416240
20,79,-0.0019009287044000,0.5009504643522000,0.0008670191856630
20,79,0.5009504643522000,0.5009504643522000,0.0008670191856630
20,79,0.5009504643522000,-0.0019009287044000,0.0008670191856630
20,79,0.0235740841305430,0.4882129579347290,0.0116600527164480
20,79,0.4882129579347290,0.4882129579347290,0.0116600527164480
20,79,0.4882129579347290,0.0235740841305430,0.0116600527164480
20,79,0.0897266360994350,0.4551366819502830,0.0228769363564210
20,79,0.4551366819502830,0.4551366819502830,0.0228769363564210
20,79,0.4551366819502830,0.0897266360994350,0.0228769363564210
20,79,0.1960074813634210,0.4019962593182890,0.0304489826739380
20,79,0.4019962593182890,0.4019962593182890,0.0304489826739380
20,79,0.4019962593182890,0.1960074813634210,0.0304489826739380
20,79,0.4882141804811570,0.2558929097594210,0.0306248917253550
20,79,0.2558929097594210,0.2558929097594210,0.0306248917253550
20,79,0.2558929097594210,0.4882141804811570,0.0306248917253550
20,79,0.6470234880097880,0.1764882559951060,0.0243680576768000
20,79,0.1764882559951060,0.1764882559951060,0.0243680576768000
20,79,0.1764882559951060,0.6470234880097880,0.0243680576768000
20,79,0.7916582893264830,0.1041708553367580,0.0159974320320240
20,79,0.1041708553367580,0.1041708553367580,0.0159974320320240
20,79,0.1041708553367580,0.7916582893264830,0.0159974320320240
20,79,0.8938620723181400,0.0530689638409300,0.0076983018156020
20,79,0.0530689638409300,0.0530689638409300,0.0076983018156020
20,79,0.0530689638409300,0.8938620723181400,0.0076983018156020
20,79,0.9167625696079420,0.0416187151960290,-0.0006320604974880
20,79,0.0416187151960290,0.0416187151960290,-0.0006320604974880
20,79,0.0416187151960290,0.9167625696079420,-0.0006320604974880
20,79,0.9768361571863560,0.0115819214068220,0.0017511343011930
20,79,0.0115819214068220,0.0115819214068220,0.0017511343011930
20,79,0.0115819214068220,0.9768361571863560,0.0017511343011930
20,79,0.0487415836648390,0.3448557702290010,0.0164658391895760
20,79,0.3448557702290010,0.6064026461061600,0.0164658391895760
20,79,0.6064026461061600,0.0487415836648390,0.0164658391895760
20,79,0.3448557702290010,0.0487415836648390,0.0164658391895760
20,79,0.6064026461061600,0.3448557702290010,0.0164658391895760
20,79,0.0487415836648390,0.6064026461061600,0.0164658391895760
20,79,0.0063141159486050,0.3778432695948540,0.0048390335404850
20,79,0.3778432695948540,0.6158426144565410,0.0048390335404850
20,79,0.6158426144565410,0.0063141159486050,0.0048390335404850
20,79,0.3778432695948540,0.0063141159486050,0.0048390335404850
20,79,0.6158426144565410,0.3778432695948540,0.0048390335404850
20,79,0.0063141159486050,0.6158426144565410,0.0048390335404850
20,79,0.1343165205473480,0.3066354790623570,0.0258049065346500
20,79,0.3066354790623570,0.5590480003902950,0.0258049065346500
20,79,0.5590480003902950,0.1343165205473480,0.0258049065346500
20,79,0.3066354790623570,0.1343165205473480,0.0258049065346500
20,79,0.5590480003902950,0.3066354790623570,0.0258049065346500
20,79,0.1343165205473480,0.5590480003902950,0.0258049065346500
20,79,0.0139738939623920,0.2494193627747420,0.0084710910544410
20,79,0.2494193627747420,0.7366067432628660,0.0084710910544410
20,79,0.7366067432628660,0.0139738939623920,0.0084710910544410
20,79,0.2494193627747420,0.0139738939623920,0.0084710910544410
20,79,0.7366067432628660,0.2494193627747420,0.0084710910544410
20,79,0.0139738939623920,0.7366067432628660,0.0084710910544410
20,79,0.0755491329097640,0.2127757248028020,0.0183549141062800
20,79,0.2127757248028020,0.7116751422874340,0.0183549141062800
20,79,0.7116751422874340,0.0755491329097640,0.0183549141062800
20,79,0.2127757248028020,0.0755491329097640,0.0183549141062800
20,79,0.7116751422874340,0.2127757248028020,0.0183549141062800
20,79,0.0755491329097640,0.7116751422874340,0.0183549141062800
20,79,-0.0083681532082270,0.1469654360532390,0.0007044046779080
20,79,0.1469654360532390,0.8614027171549870,0.0007044046779080
20,79,0.8614027171549870,-0.0083681532082270,0.0007044046779080
20,79,0.1469654360532390,-0.0083681532082270,0.0007044046779080
20,79,0.8614027171549870,0.1469654360532390,0.0007044046779080
20,79,-0.0083681532082270,0.8614027171549870,0.0007044046779080
20,79,0.0266860632587140,0.1377269788289230,0.0101126849274620
20,79,0.1377269788289230,0.8355869579123630,0.0101126849274620
20,79,0.8355869579123630,0.0266860632587140,0.0101126849274620
20,79,0.1377269788289230,0.0266860632587140,0.0101126849274620
20,79,0.8355869579123630,0.1377269788289230,0.0101126849274620
20,79,0.0266860632587140,0.8355869579123630,0.0101126849274620
20,79,0.0105477192941410,0.0596961091490070,0.0035739093859500
20,79,0.0596961091490070,0.9297561715568530,0.0035739093859500
20,79,0.9297561715568530,0.0105477192941410,0.0035739093859500
20,79,0.0596961091490070,0.0105477192941410,0.0035739093859500
20,79,0.9297561715568530,0.0596961091490070,0.0035739093859500
20,79,0.0105477192941410,0.9297561715568530,0.0035739093859500
